uid,pci,starttime,endtime,duration
1472,17,13:55:1687175719,13:55:1687175719,0
1473,237,13:55:1687175721,13:55:1687175721,0
1474,434,13:55:1687175721,13:55:1687175721,0
1475,237,13:55:1687175721,13:55:1687175721,0
1476,17,13:55:1687175721,13:55:1687175721,0
1477,237,13:55:1687175723,13:55:1687175723,0
1478,434,13:55:1687175723,13:55:1687175723,0
1479,237,13:55:1687175723,13:55:1687175723,0
1480,434,13:55:1687175725,13:55:1687175725,0
1481,17,13:55:1687175725,13:55:1687175725,0
1482,434,13:55:1687175727,13:55:1687175727,-1
1483,237,13:55:1687175727,13:55:1687175727,0
1484,17,13:55:1687175727,13:55:1687175727,0
1485,434,13:55:1687175730,13:55:1687175730,-1
1486,237,13:55:1687175730,13:55:1687175730,0
1487,17,13:55:1687175730,13:55:1687175730,0
1488,434,13:55:1687175732,13:55:1687175732,0
1489,17,13:55:1687175732,13:55:1687175732,0
1490,434,13:55:1687175732,13:55:1687175732,0
1491,17,13:55:1687175732,13:55:1687175732,0
1492,434,13:55:1687175734,13:55:1687175734,0
1493,237,13:55:1687175734,13:55:1687175734,0
1494,17,13:55:1687175734,13:55:1687175734,0
1495,434,13:55:1687175734,13:55:1687175734,0
1496,237,13:55:1687175734,13:55:1687175734,0
1497,17,13:55:1687175734,13:55:1687175734,0
1498,434,13:55:1687175736,13:55:1687175736,-1
1499,237,13:55:1687175736,13:55:1687175738,2091
1500,434,13:55:1687175738,13:55:1687175738,0
1501,237,13:55:1687175738,13:55:1687175740,2100
1502,17,13:55:1687175740,13:55:1687175740,0
1503,434,13:55:1687175740,13:55:1687175740,0
1504,237,13:55:1687175740,13:55:1687175740,0
1505,17,13:55:1687175740,13:55:1687175740,0
1506,237,13:55:1687175742,13:55:1687175742,0
1507,434,13:55:1687175742,13:55:1687175742,0
1508,237,13:55:1687175742,13:55:1687175742,0
1509,17,13:55:1687175742,13:55:1687175742,0
1510,434,13:55:1687175744,13:55:1687175744,0
1511,17,13:55:1687175744,13:55:1687175744,0
1512,434,13:55:1687175744,13:55:1687175744,0
1513,237,13:55:1687175744,13:55:1687175744,0
1514,17,13:55:1687175744,13:55:1687175744,0
1515,434,13:55:1687175747,13:55:1687175747,-1
1516,237,13:55:1687175747,13:55:1687175747,0
1517,434,13:55:1687175749,13:55:1687175749,0
1518,237,13:55:1687175749,13:55:1687175749,0
1519,17,13:55:1687175749,13:55:1687175749,0
1520,434,13:55:1687175749,13:55:1687175749,0
1521,237,13:55:1687175749,13:55:1687175749,0
1522,17,13:55:1687175749,13:55:1687175749,0
1523,434,13:55:1687175751,13:55:1687175751,0
1524,237,13:55:1687175751,13:55:1687175751,0
1525,434,13:55:1687175751,13:55:1687175751,0
1526,237,13:55:1687175751,13:55:1687175751,0
1527,434,13:55:1687175753,13:55:1687175753,0
1528,17,13:55:1687175753,13:55:1687175753,0
1529,434,13:55:1687175753,13:55:1687175753,0
1530,237,13:55:1687175753,13:55:1687175753,0
1531,17,13:55:1687175753,13:55:1687175753,0
1532,361,13:55:1687175755,13:55:1687175757,2054
1533,360,13:55:1687175757,13:55:1687175757,0
1534,237,13:55:1687175757,13:55:1687175757,0
1535,361,13:55:1687175757,13:55:1687175757,0
1536,17,13:55:1687175757,13:55:1687175757,0
1537,360,13:55:1687175757,13:55:1687175757,0
1538,237,13:55:1687175757,13:55:1687175757,0
1539,360,13:55:1687175759,13:55:1687175759,0
1540,361,13:55:1687175759,13:55:1687175759,0
1541,17,13:55:1687175759,13:55:1687175759,0
1542,360,13:55:1687175759,13:55:1687175759,0
1543,237,13:55:1687175759,13:55:1687175759,0
